Article_Author,Article_Link,Article_Origin_Link,Article_Summary,Article_Tag,Article_Time,Article_Title
作者：Hcamael@知道创宇404区块链安全研究团队,https://paper.seebug.org/693/,,上一篇《以太坊智能合约 OPCODE 逆向之理论基础篇》，对智能合约的OPCODE的基础数据结构进行了研究分析...,404专栏,2018年09月04日,以太坊智能合约 OPCODE 逆向之调试器篇
作者博客：360 Technology Security Blog,https://paper.seebug.org/692/,,影响版本：Chakra &...,漏洞分析,2018年09月04日,Microsoft Edge Chakra OP_NewScObjArray Type Confusion 远程代码执行漏洞分析与利用
作者博客：http://ringk3y.com/2018/08/31/ecshop2-x%E4%BB%A3%E7%A0%81%E6%89%A7%E8%A1%8C/,https://paper.seebug.org/691/,,问...,漏洞分析,2018年09月03日,ecshop2.x 代码执行
作者：EnsecTeam-挽秋,https://paper.seebug.org/690/,,本文以如何劫持(窃取)智能家居时代设备的身份“安全凭证”为出发点，调研并分析了目前国内市场的主流产品和设备交互协议，及其所依赖身份凭证...,IoT安全,2018年08月30日,KCon 2018 议题解读：智能家居安全——身份劫持
作者博客：https://www.n0tr00t.com/2018/08/30/Python-dynamic-codereview.html,https://paper.seebug.org/689/,,议题 PPT 下载地址：...,Web安全,2018年08月30日,KCon 2018 议题解读：Python 动态代码审计
作者：启明星辰ADLab,https://paper.seebug.org/688/,,2018年8月27日，安全研究人员在Twitter上披露了Windows 10系统中的一个0day漏洞。该漏洞是一个本地提权漏洞，存在于Windows的任务调...,二进制安全,2018年08月30日,Win10 存在本地提权 0day 漏洞
,https://paper.seebug.org/687/,,Chinese version：https://pape...,404专栏,2018年08月27日,"Scavenging Attacks in ""Post-Smuggling Era"""
作者：知道创宇404实验室,https://paper.seebug.org/686/,,讲述暗网之前，需要先了解“深网”(Deep web...,404专栏,2018年08月25日,2018上半年暗网研究报告
作者：启明星辰ADLab,https://paper.seebug.org/685/,,近日，启明星辰ADLab使用最新上线的智能合约监控系统发现了大量以太坊智能合约的攻击事件。在众多攻击案例中，有些漏洞成因或攻击模式少有研究涉及，也出现了一些比较隐蔽...,区块链,2018年08月25日,以太坊智能合约多个攻击案例分析
作者：启明星辰ADLab,https://paper.seebug.org/684/,,8月19日，God.Game在以太坊区块链上部署了自己的智能合约(地址位于https://etherscan.io/token/0xca6378fcdf24ef34...,区块链,2018年08月25日,God.Game 智能合约攻击事件分析
作者：Sissel@知道创宇404区块链安全研究团队,https://paper.seebug.org/683/,,越来越多的乐透、赌博游戏与区块链体系结合起来，步入众多...,404专栏,2018年08月24日,智能合约游戏之殇——God.Game 事件分析
作者：廖新喜,https://paper.seebug.org/682/,,北京时间8月22日13时，Apache官方发布通告公布了Struts2中一个...,漏洞分析,2018年08月24日,S2-057 技术分析
作者：LoRexxar'@知道创宇404区块链安全研究团队,https://paper.seebug.org/681/,,2018年8月22日，以太坊上异常火爆的Fomo3D游戏第一轮正式结束，钱包开始为0xa169的用户最终...,404专栏,2018年08月23日,智能合约游戏之殇——类 Fomo3D 攻击分析
作者：seaii@知道创宇404实验室,https://paper.seebug.org/680/,,通常我们在利用反序列化漏洞的时候，只能将...,404专栏,2018年08月23日,利用 phar 拓展 php 反序列化漏洞攻击面
作者：LoRexxar'@知道创宇404区块链安全研究团队,https://paper.seebug.org/679/,,一、 简介...,404专栏,2018年08月22日,以太坊合约审计 CheckList 之“以太坊智能合约设计缺陷问题”影响分析报告
原文来自安全客，作者：imbeee、iswin@360观星实验室,https://paper.seebug.org/678/,原文链接：https://www.anquanke.com/post/id/157175?from=groupmessage&a...,,Web安全,2018年08月22日,机器学习在 Windows RDP 版本和后门检测上的应用
作者博客：https://blogs.projectm...,https://paper.seebug.org/677/,,,漏洞分析,2018年08月22日,Edge InlineArrayPush Remote Code Execution
,https://paper.seebug.org/676/,,40...,404专栏,2018年08月21日,MetInfo 任意文件读取漏洞的修复与绕过
作者：BG7YWL@伏宸安全实验室,https://paper.seebug.org/675/,,LimeSDR 是一款完全开源的SDR产品，和 HackRF 一样，包括 PCB 设计图，FPGA 代码，HOST代码完全公开，...,IoT安全,2018年08月21日,LimeSDR 上手指南
作者：Yaseng&amp;独抒@伏宸安全实验室,https://paper.seebug.org/674/,,传统基于穷举或纯数学理论层面的分析，对于现代高强度加密算法而言，算力有限导致无法实现穷举，算法的复杂性也无法通过数...,IoT安全,2018年08月21日,芯片物理攻击平台 ChipWhisperer 初探
作者：Sissel@知道创宇404区块链安全研究团队,https://paper.seebug.org/673/,,2018年08月01日，知道...,404专栏,2018年08月20日,以太坊 “后偷渡时代” 盗币之 “拾荒攻击”
作者：安比实验室&amp;AnChain.ai,https://paper.seebug.org/672/,,安比（SECBIT）实验室创始人郭宇：2009年，中本聪创造了一个虚拟的去中心化新世界。这仿佛是一片流着奶和蜜糖...,区块链,2018年08月18日,一种针对类 Fomo3D 游戏空投的高级攻击技术剖析
作者：安比实验室,https://paper.seebug.org/671/,,安比(SECBIT)实验室近期发出预警，一种新型蜜罐(诈骗)合约正在泛滥，利用区块链浏览器的相关局限，设置陷阱欺骗游戏参与者，且诈骗目标多为具备...,区块链,2018年08月18日,一种利用 etherscan.io 缺陷的智能合约蜜罐
,https://paper.seebug.org/670/,,Chinese version：https://paper.seebug.org/66...,404专栏,2018年08月18日,"""Ethereum Smart Contract Specification Issue"" Impact Analysis"
,https://paper.seebug.org/669/,原文来自安全客，原文链接：https://www.anquanke.com/post/id/153621,BlackHat USA 2018已经结束，我们目前收集到了BlackHat今年75%的...,经验心得,2018年08月17日,BlackHat USA 2018 议题 PPT 下载
作者: dawu@知道创宇404实验室,https://paper.seebug.org/668/,,在调试 Drupal 远程命令执行漏洞（...,404专栏,2018年08月16日,Xdebug 攻击面在 PhpStorm 上的现实利用
作者：腾讯科恩实验室,https://paper.seebug.org/667/,,据估计，全球有超过30亿的智能手机，而基带是智能手机的重要组成部分，负责处理和与移动无线网络(如2G、3G、4G等)通信。因此对基带进行安全性评估的重要性不容小觑...,移动安全,2018年08月16日,腾讯科恩实验室 Black Hat 2018 议题解读 | 现代智能手机基带破解
作者：启明星辰ADLab,https://paper.seebug.org/666/,,Android系统中，蓝牙组件可以说是安全漏洞重灾区，2017年ArmisSecurity安全团队公布BlueBorne组合漏洞攻击链可以通过蓝牙对智能手机进...,移动安全,2018年08月16日,Android 蓝牙组件漏洞连连看
作者: Badcode@知道创宇404实验室,https://paper.seebug.org/665/,,2018年04月05日，Pivotal公...,404专栏,2018年08月15日,Spring MVC 目录穿越漏洞(CVE-2018-1271)分析
作者：腾讯科恩实验室,https://paper.seebug.org/664/,,OTA（Over-The-Air）是汽车行业智能网联变革的核心能力之一。本次Black Hat USA 2018上，腾讯科恩实验室带来了2017年对特斯拉具备的先...,IoT安全,2018年08月13日,腾讯科恩实验室 Black Hat 2018 议题解读 | 穿云拨雾：对特斯拉汽车网关、车身控制模块以及辅助驾驶(Autopilot) ECU 的渗透测试
作者：腾讯科恩实验室,https://paper.seebug.org/662/,,现代操作系统基本都已经在硬件级别（MMU）支持了用户态只读内存，只读内存映射在保证了跨进程间通信、用户态与内核间通信高效性的同时，也保证了其安全性。直到Dirty...,移动安全,2018年08月13日,腾讯科恩实验室 Black Hat 2018 议题解读 | iOS 越狱细节揭秘：危险的用户态只读内存
作者：LoRexxar'@知道创宇404区块链安全研究团队,https://paper.seebug.org/663/,,在知道创宇404区块链安全...,404专栏,2018年08月13日,以太坊合约审计 CheckList 之“以太坊智能合约规范问题”影响分析报告
作者：启明星辰ADLab,https://paper.seebug.org/661/,,随着区块链、以太坊技术的兴起和不断成熟，安全问题也随之而来，今年智能合约漏洞已经让多个区块链项目价值瞬间归零。智能合约的开发语言、设计模式、运行机制都与传统应...,区块链,2018年08月10日,从 solidity 语言特性深度解读以太坊智能合约漏洞原理和攻击利用
作者：启明星辰ADLab,https://paper.seebug.org/660/,,WebKit 是一个开源的浏览器引擎，不仅应用在很多主流浏览器（Safari，Chrome，UCbrowser，QQBrowser等）上，而且支持Andro...,漏洞分析,2018年08月10日,WebKit 浏览器漏洞面面观
作者：启明星辰ADLab,https://paper.seebug.org/659/,,2018年7月15日，国外安全研究人员Juha-Matti Tilli发现并报告了Linux内核的TCP安全漏洞(CVE-2018-5390)，该漏...,漏洞分析,2018年08月10日,Linux 内核存在 TCP 安全漏洞（CVE-2018-5390）
作者博客：奇虎360技术博客,https://paper.seebug.org/658/,,asset是EOS官方头文件中提供的用来代表货币资产（如官方货币EOS或自己发布的其它货币单位）的一个结构体。在使...,区块链,2018年08月09日,EOS 官方 API 中 Asset 结构体的乘法运算溢出漏洞描述
原文来自安全客，作者：desword,https://paper.seebug.org/657/,原文链接：https://www.anquanke.com/post/id/153725,今天我们来聊聊如何在MIPS架构中编写shellcode。在...,IoT安全,2018年08月07日,路由器漏洞复现终极奥义——基于 MIPS 的 shellcode 编写
作者： 知道创宇404区块链安全研究团队,https://paper.seebug.org/656/,,2010...,404专栏,2018年08月01日,金钱难寐，大盗独行——以太坊 JSON-RPC 接口多种盗币手法大揭秘
作者：知道创宇404实验室,https://paper.seebug.org/655/,,索尼是世界视听、电子游戏、通讯产品和信息技术等领域的先导者，是世...,404专栏,2018年07月31日,Sony IPELA E 系列网络摄像头远程命令执行漏洞预警
,https://paper.seebug.org/654/,,Chinese version: https://paper.seebug.org/655/...,404 English Paper,2018年07月31日,ZoomEye Data Analysis Report -  Sony IPELA E-Series Webcam RCE  Vulnerability
,https://paper.seebug.org/652/,,...,404 English Paper,2018年07月30日,ZoomEye Data Analysis Report - NEO Coolcam's Webcam Vulnerabilities
作者：知道创宇404实验室,https://paper.seebug.org/653/,,深圳市丽欧电子有限公司（NEO Coolcam，以下简称...,404专栏,2018年07月30日,酷视（NEO Coolcam）网络摄像头登录绕过及多个基于堆栈溢出的远程代码执行漏洞及数据分析报告
作者博客：https://www.iceswordlab.com/2018/07/25/kdhack/,https://paper.seebug.org/651/,,...,经验心得,2018年07月27日,开启 Win10RS4ARM64 远程内核调试之旅
本文章所对应项目长期维护与更新，因为在我自己的几台测试机上用得还挺顺手的。本项目作为作者本人的一个学习项目将会长期更新以修复当前可能存在的Bug...,https://paper.seebug.org/650/,,,安全工具&安全开发,2018年07月27日,Android Native Hook 工具实践
作者：fenix@知道创宇404实验室,https://paper.seebug.org/649/,,据 IT 研究与顾问咨询公司 Gart...,404专栏,2018年07月26日,摄像头漏洞挖掘入门教程（固件篇）
作者：云鼎实验室,https://paper.seebug.org/648/,,Jenkins 7 月 18 日的安全通告修复了多个漏洞，其中 SECURITY-914 是由 O...,漏洞分析,2018年07月26日,Jenkins 任意文件读取漏洞分析
原文来自安全客，作者：Ivan,https://paper.seebug.org/647/,原文链接：https://www.anquanke.com/post/id/152823,CNCERT前几天发公告称发现Oracle公司出品的基于...,漏洞分析,2018年07月25日,WebLogic 两处任意文件上传漏洞动态分析（CVE-2018-2894）
作者：启明星辰ADLab,https://paper.seebug.org/646/,,近期，启明星辰ADLab联合电子科技大学的陈厅副教授【1】追踪到了以太坊token中的首个自动化薅羊毛攻击事件。被攻击的合约地址为0x86c8bf8532...,区块链,2018年07月23日,首个区块链 token 的自动化薅羊毛攻击分析
作者：云鼎实验室,https://paper.seebug.org/645/,,互联网最激烈的对抗战场，除了安全专家与黑客之间，大概就是爬虫与反爬虫领域了。据统计，爬虫流量早已超过了人类真实访问请求流量。互联网充斥着形形色色的爬虫，云上、传统行业都有不同规...,情报分析,2018年07月20日,2018上半年互联网恶意爬虫分析：从全景视角看爬虫与反爬虫
作者博客：https://www.leavesongs.com/PENETRATION/gitea-remote-command-execution.html?from=t...,https://paper.seebug.org/644/,,,经验心得,2018年07月16日,Go代码审计 - gitea 远程命令执行漏洞链
作者：云鼎实验室,https://paper.seebug.org/643/,,近日，腾讯云发布2018上半年安全专题系列研究报告，该系列报告围绕云上用户最常遭遇的安全威胁展开，用数据统计揭露攻击现状，通过溯源还原攻击者手法，让企业用户与其他用户在应对攻击...,经验心得,2018年07月13日,SSH 暴力破解趋势：从云平台向物联网设备迁移
作者：0x7F@知道创宇404区块链安全研究团队,https://paper.seebug.org/642/,,区块链的火热程度一直以直线上升，其中以区块链 2.0 —— 以太坊为代表，不断的为传统行业带来革新，...,404专栏,2018年07月12日,以太坊网络架构解析
作者：倚笑趁风凉@逢魔安全实验室,https://paper.seebug.org/641/,,扫描器不能满足需求，phantomjs不支持html5标签。所以自己查阅资料和api，写了一个基于chrome headless...,Web安全,2018年07月12日,基于 Chrome-headless 的 XSS 检测
作者：Hcamael@知道创宇404区块链安全研究团队,https://paper.seebug.org/640/,,在我们对etherscan等平台上合约进行安全审查时，常常会遇到没有公布Solidity源代码的合约，只能获取到合约的OPCODE，所...,404专栏,2018年07月11日,以太坊智能合约 OPCODE 逆向之理论基础篇
译文来自安全客，译者：0A3D6G，译文地址：http...,https://paper.seebug.org/639/,,,IoT安全,2018年07月11日,物联网设备的固件模拟环境搭建
作者：sunsama@知道创宇404区块链安全研究团队,https://paper.seebug.org/638/,,为了迎合以太坊区块链[1]发展需求，Microsoft Azure[2]早在2016年9月九推出了以太坊节点走自动部署的模块。部...,404专栏,2018年07月10日,Microsoft Azure 以太坊节点自动化部署方案漏洞分析
作者：jeffzh3ng,https://paper.seebug.org/637/,,伏羲是一款开源的...,安全工具&安全开发,2018年07月06日,开源网络安全检测工具——伏羲 Fuxi-Scanner
作者：KINGX,https://paper.seebug.org/636/,,FastJson中的 parse()...,经验心得,2018年07月06日,FastJson 反序列化漏洞利用的三个细节 - TemplatesImpl 利用链
作者：oxen@EnsecTeam,https://paper.seebug.org/635/,,我们专注漏洞检测方向：danenmao、arnoxia、皇天霸、lSHANG、KeyKernel、BugQueen、zyl、隐形人...,经验心得,2018年07月02日,分布式Web漏洞扫描服务建设实践—衡量指标及解决实践（2）
作者：oxen@EnsecTeam,https://paper.seebug.org/634/,,在大型互...,经验心得,2018年06月29日,分布式Web漏洞扫描服务建设实践系列——扫描架构演进及要点问题解决实践
作者：0x7F@知道创宇404区块链安全研究团队,https://paper.seebug.org/633/,,Solidity 是一种用与编写以太坊智能合约的高级语言，语法类似于 JavaScript。So...,404专栏,2018年06月27日,以太坊 Solidity 合约 call 函数簇滥用导致的安全风险
译者：爱上平顶山@慢雾安全团队,https://paper.seebug.org/632/,原文链接：https://blog.sigmaprime.io/solidity-security.html,来源：《Soli...,区块链,2018年06月27日,Solidity 安全：已知攻击方法和常见防御模式综合列表
作者：dawu&amp;0x7F@知道创宇404区块链安全研究团队,https://paper.seebug.org/631/,,在学习区块链相关知识的过程中，拜读过一篇很好的文章《The phenomenon ...,404专栏,2018年06月26日,以太坊蜜罐智能合约分析
作者：fenix@知道创宇404区块链安全研究团队,https://paper.seebug.org/630/,,以太坊智能合约的含义就是一组代码（函数）和数据（合约的状态），它们位于以太坊区块链的一个特定地址上。...,404专栏,2018年06月26日,"从以太坊""MorphToken事件""看智能合约构造函数大小写编码错误漏洞"
作者：youzuzhang、zhenyiguo、murphyzhang@云鼎实验室,https://paper.seebug.org/629/,,云鼎实验室曾分析不少入侵挖矿案例，研究发现入侵挖矿行为都比较粗暴简单，通过 top 等命令可以直接看...,经验心得,2018年06月26日,Linux 遭入侵，挖矿进程被隐藏案例分析
原文来自安全客，作者：Sniperhg&amp;MissCoconut@360 Vulpecker Team,https://paper.seebug.org/628/,原文链接：https://www.anquanke.com/post/id/1492...,,漏洞分析,2018年06月25日,漏洞利用简析——如何用11个exp攻破三星S8
作者：Hcamael@知道创宇404区块链安全研究团队,https://paper.seebug.org/627/,,最近学习了下以太坊的智能合约，而且也看到挺多厂家pr智能合约相关的漏洞，其中《ERC20智能合约整数溢出系列漏洞披露》文章中披露...,404专栏,2018年06月22日,以太坊智能合约 Owner 相关 CVE 漏洞分析
原文来自安全客，作者：清华-360企业安全联合研究中心,https://paper.seebug.org/626/,原文链接：https://www.anquanke.com/post/id/147913,从2016年The DAO被盗取6000万美元开...,区块链,2018年06月21日,ERC20 智能合约整数溢出系列漏洞披露
作者：先知安全技术社区,https://paper.seebug.org/625/,,9:30-10:00...,经验心得,2018年06月21日,先知白帽大会2018 | 议题下载
作者：隐形人真忙,https://paper.seebug.org/624/,,这是我在先知安全大会上分享议题中的一部分内容。主要介绍了...,区块链,2018年06月21日,以太坊智能合约call注入攻击
作者：廖新喜,https://paper.seebug.org/623/,,2017年又是反序列漏洞的大年，涌现了许多经典的因为反序列化导致的远程代码执行漏洞，像fastjson，jackson，str...,漏洞分析,2018年06月21日,先知议题 Java反序列化实战 解读
译者：Roy@Knownsec,https://paper.seebug.org/622/,原文链接：《Redis Lua scripting: several security vulnerabilities fixed》 ,一个...,Web安全,2018年06月21日,Redis Lua 脚本：修复了一些安全漏洞
作者：ATN,https://paper.seebug.org/621/,,2018年5月11日中午，ATN技术人员收到异常监控报告，显示ATN Token供应量出现异常，迅速介入后发现Token合约由于存在漏洞受到攻击。本报告描述黑客的攻击操作、利用的合...,区块链,2018年06月20日,ATN 抵御合约攻击的报告——基于ERC223与DS-AUTH的混合漏洞
正文开始前，再次感慨一下 mimikatz 与 impacket 二位作者的强大。在有了本文的思路后本来想着自己写一下代码实现一个小工...,https://paper.seebug.org/620/,,公众号：n1nty,经验心得,2018年06月19日,利用 Kerberos delegation 打造变种黄金票据
作者：启明星辰ADLab,https://paper.seebug.org/619/,,近期，启明星辰ADLab收到客户反馈：由于不明原因，电脑中的文件被加密，无法打开。在得知这一消息后，启明星辰ADLab迅速派遣技术人员赶往客户现场。通过对...,情报分析,2018年06月15日,启明星辰ADLab：Crysis家族勒索病毒最新变种分析
作者：启明星辰ADLab,https://paper.seebug.org/618/,,近期，思科Talos团队因情况紧急提前公开了一项未完成的研究，该研究提及了一个可能对全球网络产生重大危害的高级威胁攻击(大约有50万台设备受到感染)，由于...,IoT安全,2018年06月12日,VPNFilter：危及全球工控设备和办公网络的物联网高级威胁
作者：云鼎实验室,https://paper.seebug.org/617/,,2018年上半年 DDoS 攻防仍如火如荼发展，以 IoT 设备为反射点的 SSDP 反射放大尚未平息，Memcached DDoS 又异军突起，以最高可达5万的反射放大倍数、...,情报分析,2018年06月12日,腾讯安全云鼎实验室：2018上半年互联网 DDoS 攻击趋势分析
作者博客：http://blog.nsfocus.net/xiaomi/,https://paper.seebug.org/616/,,近两年，物联网技术发展迅猛，各样的智能设备渐渐地走进了我们的家居生活。在众多的智能设备厂商中，小米是较...,IoT安全,2018年06月06日,智能家居设备的另一种打开方式——如何控制局域网中的小米设备
原文来自安全客，作者：区块链威胁情报,https://paper.seebug.org/615/,原文链接：https://www.anquanke.com/post/id/146702,让我们再来看一下4月22日Be...,区块链,2018年06月06日,通俗易懂谈BEC智能合约致命漏洞
作者：360威胁情报中心,https://paper.seebug.org/614/,,5月15日，ESET披露了其捕获的PDF文档样本中的两枚0-day漏洞。其中CVE-2018-4990为Adobe PDF阅读器的代码...,漏洞分析,2018年06月05日,CVE-2018-8120 在 Windows 7 x64 环境下的漏洞利用分析
作者：威努特工控安全,https://paper.seebug.org/613/,,工控漏洞挖掘方法有很多种，常见的方法包括：基于工控协议的模糊测试漏洞挖掘方法、基于固件逆向分析的漏洞挖掘方法、基于工控软件ActiveX控件的漏洞挖...,漏洞分析,2018年06月05日,工控漏洞挖掘方法之固件逆向分析
译文来自安全客，译者：興趣使然的小胃,https://paper.seebug.org/612/,,链接：https://www.anqu...,区块链,2018年06月04日,如何渗透测试以太坊 dApps
作者：Fooying@云鼎实验室,https://paper.seebug.org/611/,,5月5日腾讯云安全团队曾针对攻击者利用Hadoop Yarn资源管理系统REST API未授权漏洞对服务器进行攻击，攻击者可以在未...,漏洞分析,2018年06月01日,Hadoop Yarn REST API 未授权漏洞利用挖矿分析
作者：tom0li,https://paper.seebug.org/610/,,测试主站，搜wooyun历史洞未发现历史洞，g...,Web安全,2018年05月31日,内网备忘录
作者：umiiii,https://paper.seebug.org/609/,,很多人可能早就听说过 51% 算力攻击，...,区块链,2018年05月31日,浅谈最近流行的三起区块链51%算力攻击
译者：知道创宇安全服务团队、404区块链安全团队,https://paper.seebug.org/608/,,当谈到加密货币时，会联想到加密货币巨大的价格波动，交易违约、赎金勒索的情况以及许多不同种类的货币。虚拟货币自兴起以来，...,404专栏,2018年05月30日,MEWKit： Cryptotheft 的最新武器
作者博客：http://rickgray.me/2018/05/26/ethereum-smart-contracts-vulnerabilities-review-pa...,https://paper.seebug.org/607/,,,区块链,2018年05月26日,以太坊智能合约安全入门了解一下（下）
作者： 浮萍@猎户安全实验室,https://paper.seebug.org/606/,,前些时间测试的时候遇到了一个系统采用了UEditor编辑器，版本为1.4.3。已知该编辑器v1.4.3版本存在SSRF漏洞，虽然是Boo...,漏洞分析,2018年05月25日,UEditor SSRF漏洞(JSP版本)分析与复现
作者：Fooying@云鼎实验室,https://paper.seebug.org/605/,,自从Redis未授权问题获取Linux系统root权限的攻击方法的披露后，由于其易用性，利用该问题入侵Linux服务进行挖矿、扫描...,情报分析,2018年05月23日,Linux Redis自动化挖矿感染蠕虫分析及安全建议
作者：zxx友善@360 0KEE Team,https://paper.seebug.org/604/,,其...,区块链,2018年05月19日,以太坊智能合约 Hexagon 存在溢出漏洞
译者：爱上平顶⼭,https://paper.seebug.org/603/,原文链接：https://www.dasp.co/,该项⽬是NCC集团的⼀项举措。这是...,区块链,2018年05月18日,以太坊智能合约安全 Dasp Top10
作者博客：http://bigric3.blogspot.jp/2018/05/cve-2018-8120-analysis-and-exploit.html,https://paper.seebug.org/602/,,5月15日E...,漏洞分析,2018年05月18日,CVE-2018-8120 Analysis and Exploit
作者博客：http://rickgray.me/2018/05/17/ethereum-smart-contracts-vulnerabilites-review/,https://paper.seebug.org/601/,,（注...,区块链,2018年05月17日,以太坊智能合约安全入门了解一下（上）
作者博客：https://blog.spoock.com/2018/05/16/cve-2018-1259/,https://paper.seebug.org/600/,,通过发布的漏洞...,漏洞分析,2018年05月16日,spring-data-XMLBean XXE复现分析
译者：MyKings,https://paper.seebug.org/599/,,功能分离 (Functional Seg...,CTF,2018年05月15日,红队网络基础设施建设
作者：猎户安全实验室,https://paper.seebug.org/598/,,漏洞名称：Spring Integratio...,漏洞分析,2018年05月15日,Spring Integration Zip 不安全解压（CVE-2018-1261）漏洞分析
作者：chybeta,https://paper.seebug.org/597/,,git clone https://github.com/wanghongfei/spring...,漏洞分析,2018年05月14日,RCE with spring-security-oauth2 分析-【CVE-2018-1260】
原文来自安全客，作者：huahuaisadog@360 Vulpecker Team,https://paper.seebug.org/596/,原文链接：https://www.anquanke.com/post/id/129468,最近在整理自己以前...,移动安全,2018年05月11日,链表游戏：CVE-2017-10661之完全利用
2018/05/07，ZoomEye Dork(文末有彩蛋)中heige吟诗一首(作者：卞之琳)：,https://paper.seebug.org/595/,,看风景人...,404专栏,2018年05月10日,GPON Home Gateway 远程命令执行漏洞被利用情况
作者twitter：@Ke...,https://paper.seebug.org/594/,原文链接：https://www.anquanke.com/post/id/107532  ,,二进制安全,2018年05月08日,Save and Reborn GDI data-only attack from Win32k TypeIsolation
作者：dawu@知道创宇404实验室,https://paper.seebug.org/593/,,2018/04/30，vpnMentor公...,404专栏,2018年05月04日,GPON Home Gateway 远程命令执行漏洞分析
作者：腾讯湛泸实验室,https://paper.seebug.org/592/,,ERC20的ProxyOverflow...,区块链,2018年05月04日,在私有以太坊上实现针对ERC20数字货币ProxyOverflow漏洞的攻击
作者：腾讯湛泸实验室,https://paper.seebug.org/591/,,此次漏洞发生的虚拟货币为SmartMe...,区块链,2018年05月04日,SMT整型溢出漏洞分析笔记
作者博客：https://xiaodaozhi.com/exploit/122.html,https://paper.seebug.org/590/,,这篇文章将分析 Windows 操作系统 win32k 内核模块窗口管理器子系统...,漏洞分析,2018年05月04日,对 UAF 漏洞 CVE-2015-2546 的分析和利用
原文来自安全客，作者：360核心安全,https://paper.seebug.org/589/,原文链接：https://www.anquanke.com/post/id/106025,最近，360检测了一种新型攻击，黑客可以利用漏洞伪造算力，进而从矿...,区块链,2018年05月04日,黑客伪造算力盗取多种数字货币
作者博客：https://xiaodaozhi.com/expl...,https://paper.seebug.org/588/,原文链接：https://www.anquanke.com/post/id/102377,,漏洞分析,2018年05月03日,从 CVE-2017-0263 漏洞分析到菜单管理组件
作者：zjq@IceSword Lab,https://paper.seebug.org/587/,,在安卓阵营中，三星手机可以说是最重视安全的了...,移动安全,2018年05月03日,利用一个竞态漏洞root三星s8的方法
作者博客：https://xiaodaozhi.com/exploit/70.html,https://paper.seebug.org/586/,,前面的文章分析了 CVE-2016-0165 整数上溢漏洞，这篇文章继续分析另一个...,漏洞分析,2018年05月02日,分析笔记：CVE-2017-0101 整数溢出漏洞
作者：绿盟科技,https://paper.seebug.org/585/,,前不久，Go官方修复了CVE-2018-6574这个漏洞，这个漏洞又是涉及软件编译环节，和20...,漏洞分析,2018年05月02日,Go语言任意代码执行漏洞 CVE-2018-6574
作者：Badcode@知道创宇404实验室,https://paper.seebug.org/584/,,2018年4月18日，Oracle官方发布了4月份的安...,404专栏,2018年04月25日,Weblogic 反序列化漏洞(CVE-2018-2628)漫谈
作者：爬虫,https://paper.seebug.org/582/,,在他发表完言论没多久，2月美链（...,区块链,2018年04月23日,"一行代码蒸发了¥6,447,277,680 人民币！"
作者博客：https://xiaodaozhi.com/exploit/32.html,https://paper.seebug.org/579/,,本文将对 CVE-2016-0165 (MS16-039) 漏洞进行一次简单的分析...,漏洞分析,2018年04月23日,从 CVE-2016-0165 说起：分析、利用和检测（上）
作者博客：https://xiaodaozhi.com/exploit/42.html,https://paper.seebug.org/580/,,本文将对 CVE-2016-0165 (MS16-039) 漏洞进行一次简单的分析...,漏洞分析,2018年04月23日,从 CVE-2016-0165 说起：分析、利用和检测（中）
作者博客：https://xiaodaozhi.com/exploit/56.html,https://paper.seebug.org/581/,,本文将对 CVE-2016-0165 (MS16-039) 漏洞进行一次简单的分析...,漏洞分析,2018年04月23日,从 CVE-2016-0165 说起：分析、利用和检测（下）
作者博客：https://ricterz.me/posts/Drupal%207%20-%20CVE-2018-7600%20PoC%20Writeup,https://paper.seebug.org/578/,,...,漏洞分析,2018年04月20日,Drupal 7 - CVE-2018-7600 PoC Writeup
作者博客：https://xiaodaozhi.com/kernel/31.html,https://paper.seebug.org/577/,,近期在研究和开发基于虚拟化的虚拟 HOOK 技术。在 Windows 7 x64 环...,二进制安全,2018年04月20日,HOOK NtCreateThreadEx 导致 0xC00000F2
作者博客：https://xiaodaozhi.com/kernel/30.html,https://paper.seebug.org/576/,,这篇文章通过一次在 Windows XP 和 Windows 7 操作系统内核中分别...,二进制安全,2018年04月20日,调用 NtUserXXX 引发系统 BSOD 的问题分析
作者博客：https://xiaodaozhi.com/exploit/29.html,https://paper.seebug.org/575/,,这篇文章翻译自一篇多年之前的论文，原文系统地描述了 win32k 的用户模式回调机...,二进制安全,2018年04月19日,通过 Windows 用户模式回调实施的内核攻击
作者：LoRexxar'@知道创宇404实验室,https://paper.seebug.org/574/,,刚刚4月过去的TCTF/0CTF2018一如既往的给了我们惊喜，其中最大的惊喜莫过于多道xss中Bypass CSP的题目，其中有很多应用于现代网...,404专栏,2018年04月18日,TCTF/0CTF2018 XSS Writeup
原文来自安全客，作者：0r3ak@0kee Team,https://paper.seebug.org/573/,原文来自安全客，作者：0r3ak@0kee Team,thinkphp是国内著名的php开发框架，...,漏洞分析,2018年04月17日,Thinkphp3.2.3最新版update注入漏洞
作者：阿里安全归零实验室,https://paper.seebug.org/572/,,0...,Web安全,2018年04月16日,defineClass在java反序列化当中的利用
作者：绿盟科技,https://paper.seebug.org/571/,,近日，...,漏洞分析,2018年04月16日,Drupal远程代码执行漏洞(CVE-2018-7600)分析
